日期,累积收益率
2019-08-19,"['600519' '300033' '002035' '300015' '002236' '002032' '600763' '600436'
 '600201' '600346']"
2019-08-20,"['600519' '300033' '002035' '300015' '002236' '002032' '600763' '600436'
 '600201' '600346']"
2019-08-21,"['600519' '300033' '002035' '300015' '002236' '002032' '600763' '600436'
 '600346' '600201']"
2019-08-22,"['600519' '300033' '002035' '300015' '002236' '002032' '600763' '600436'
 '601888' '600346']"
2019-08-23,"['600519' '300033' '002035' '300015' '002236' '002032' '600763' '600436'
 '601888' '600346']"
2019-08-26,"['600519' '300033' '300015' '002035' '002236' '002032' '600763' '600436'
 '601888' '600346']"
2019-08-27,"['600519' '300033' '002035' '300015' '002236' '002032' '600763' '600436'
 '601888' '600346']"
2019-08-28,"['600519' '300033' '002035' '300015' '002032' '002236' '600763' '600436'
 '600346' '601888']"
2019-08-29,"['600519' '300033' '002035' '300015' '002032' '002236' '600763' '600436'
 '600346' '601888']"
2019-08-30,"['600519' '300033' '300015' '002035' '002032' '002236' '600763' '600436'
 '600346' '601888']"
2019-09-02,"['600519' '300033' '002035' '300015' '002032' '002236' '600763' '600436'
 '600346' '601888']"
2019-09-03,"['600519' '300033' '002035' '300015' '002236' '002032' '600763' '600346'
 '600436' '601888']"
2019-09-04,"['600519' '300033' '002035' '300015' '002236' '002032' '600763' '600346'
 '600436' '601888']"
2019-09-05,"['600519' '300033' '002035' '300015' '002236' '002032' '600763' '600346'
 '600436' '601888']"
2019-09-06,"['600519' '300033' '002035' '300015' '002236' '002032' '600763' '600346'
 '600436' '600201']"
2019-09-09,"['600519' '300033' '002035' '300015' '002236' '002032' '600763' '600346'
 '600436' '600201']"
2019-09-10,"['600519' '300033' '002035' '300015' '002236' '002032' '600763' '600346'
 '600436' '600201']"
2019-09-11,"['600519' '300033' '002035' '300015' '002236' '002032' '600763' '600346'
 '600436' '600201']"
2019-09-12,"['600519' '300033' '002035' '300015' '002236' '002032' '600346' '600763'
 '600436' '600201']"
2019-09-16,"['600519' '300033' '002035' '300015' '002236' '002032' '600763' '600346'
 '600436' '600201']"
2019-09-17,"['600519' '300033' '002035' '300015' '002236' '002032' '600763' '600346'
 '600436' '600201']"
2019-09-18,"['600519' '300033' '002035' '300015' '002032' '002236' '600763' '600346'
 '600436' '600201']"
2019-09-19,"['600519' '300033' '002035' '300015' '002236' '002032' '600763' '600346'
 '600436' '600201']"
2019-09-20,"['600519' '300033' '002035' '300015' '002236' '002032' '600763' '600346'
 '600436' '600201']"
2019-09-23,"['600519' '300033' '002035' '300015' '002236' '002032' '600763' '600346'
 '600436' '600201']"
2019-09-24,"['600519' '300033' '300015' '002035' '002236' '002032' '600763' '600346'
 '600436' '600201']"
2019-09-25,"['600519' '300033' '300015' '002035' '002032' '002236' '600763' '600346'
 '600436' '600201']"
2019-09-26,"['600519' '300033' '300015' '002035' '002032' '002236' '600763' '600346'
 '600436' '600201']"
2019-09-27,"['600519' '300033' '300015' '002035' '002236' '002032' '600763' '600346'
 '600436' '600201']"
2019-09-30,"['600519' '300033' '300015' '002035' '002236' '002032' '600763' '600346'
 '600201' '600436']"
2019-10-08,"['600519' '300033' '300015' '002035' '002032' '600763' '600346' '600436'
 '600201' '601888']"
2019-10-09,"['600519' '300033' '300015' '002035' '002032' '600763' '600346' '600436'
 '600201' '000661']"
2019-10-10,"['600519' '300033' '300015' '002035' '002032' '600763' '002236' '600436'
 '600346' '600201']"
2019-10-11,"['600519' '300033' '300015' '002035' '002032' '600763' '002236' '600346'
 '600436' '600201']"
2019-10-14,"['600519' '300033' '300015' '002035' '002032' '600763' '002236' '600346'
 '600436' '600201']"
2019-10-15,"['600519' '300033' '300015' '002035' '002032' '600763' '002236' '600346'
 '600436' '600201']"
2019-10-16,"['600519' '300033' '300015' '002035' '002032' '600763' '002236' '600346'
 '600436' '600201']"
2019-10-17,"['600519' '300033' '300015' '002035' '002032' '600763' '002236' '600346'
 '600436' '600201']"
2019-10-18,"['600519' '300033' '300015' '002035' '002032' '600763' '002236' '600346'
 '600436' '600201']"
2019-10-21,"['600519' '300033' '300015' '002035' '002032' '600763' '002236' '600346'
 '600436' '600201']"
2019-10-22,"['600519' '300033' '300015' '002035' '002032' '600763' '002236' '600346'
 '600436' '600201']"
2019-10-23,"['600519' '300033' '002035' '002032' '600763' '002236' '600346' '600436'
 '600201' '000661']"
2019-10-24,"['600519' '300033' '002035' '002032' '600763' '002236' '600346' '600436'
 '600201' '000661']"
2019-10-25,"['600519' '300033' '002035' '002032' '600763' '002236' '600346' '600436'
 '600201' '000661']"
2019-10-28,"['600519' '300033' '002035' '002032' '600763' '002236' '600346' '600436'
 '000661' '600201']"
2019-10-29,"['600519' '300033' '002035' '002032' '600763' '002236' '600346' '000661'
 '600436' '600201']"
2019-10-30,"['600519' '300015' '300033' '002035' '002032' '002236' '600763' '600346'
 '600201' '600436']"
2019-10-31,"['600519' '300015' '300033' '002035' '002032' '002236' '600763' '600346'
 '600201' '000661']"
2019-11-01,"['600519' '300015' '002035' '300033' '002032' '600763' '002236' '000661'
 '600346' '600201']"
2019-11-04,"['600519' '300015' '002035' '300033' '002032' '600763' '002236' '600346'
 '600201' '000661']"
2019-11-05,"['600519' '002035' '300015' '300033' '002032' '600763' '002236' '600201'
 '000661' '600346']"
2019-11-06,"['600519' '002035' '300015' '300033' '002032' '002236' '600763' '600201'
 '000661' '600346']"
2019-11-07,"['600519' '002035' '300015' '300033' '002032' '002236' '600763' '600201'
 '000661' '600346']"
2019-11-08,"['600519' '300015' '002035' '300033' '002032' '002236' '600763' '600201'
 '000661' '600436']"
2019-11-11,"['600519' '300015' '002035' '300033' '002032' '600763' '002236' '600201'
 '000661' '600436']"
2019-11-12,"['600519' '300015' '002035' '300033' '002032' '600763' '002236' '600201'
 '000661' '600436']"
2019-11-13,"['600519' '300015' '002035' '300033' '002032' '600763' '002236' '000661'
 '600201' '600436']"
2019-11-14,"['600519' '300015' '002035' '300033' '002032' '600763' '002236' '000661'
 '600201' '600436']"
2019-11-15,"['600519' '300015' '002035' '300033' '002032' '600763' '002236' '000661'
 '600201' '600436']"
2019-11-18,"['600519' '300015' '002035' '300033' '002032' '600763' '002236' '000661'
 '600201' '600436']"
2019-11-19,"['600519' '300015' '002035' '300033' '002032' '600763' '002236' '000661'
 '600201' '600436']"
2019-11-20,"['600519' '300015' '002035' '300033' '600763' '002032' '002236' '000661'
 '600201' '600436']"
2019-11-21,"['600519' '300015' '002035' '300033' '002236' '600763' '002032' '000661'
 '600201' '600436']"
2019-11-22,"['600519' '300015' '002035' '300033' '002236' '002032' '600763' '000661'
 '600201' '600436']"
2019-11-25,"['600519' '300015' '002035' '300033' '002032' '002236' '600763' '000661'
 '600201' '600436']"
2019-11-26,"['600519' '300015' '002035' '300033' '002032' '002236' '600763' '000661'
 '600346' '600436']"
2019-11-27,"['600519' '300015' '002035' '300033' '002032' '002236' '600763' '000661'
 '600201' '600436']"
2019-11-28,"['600519' '300015' '002035' '300033' '002032' '002236' '600763' '000661'
 '600201' '600436']"
2019-11-29,"['600519' '300015' '002035' '300033' '002032' '002236' '600763' '000661'
 '600201' '600436']"
2019-12-02,"['600519' '300015' '002035' '300033' '002032' '002236' '600763' '000661'
 '600201' '600436']"
2019-12-03,"['600519' '300015' '002035' '300033' '002032' '002236' '600763' '600201'
 '000661' '600346']"
2019-12-04,"['600519' '300015' '002035' '300033' '002032' '002236' '600763' '000661'
 '600201' '600346']"
2019-12-05,"['600519' '300015' '002035' '300033' '002032' '002236' '600763' '000661'
 '600201' '600346']"
2019-12-06,"['600519' '300015' '002035' '300033' '002032' '002236' '600763' '000661'
 '600201' '600346']"
2019-12-09,"['600519' '002035' '300015' '300033' '002032' '002236' '600763' '000661'
 '600346' '600436']"
2019-12-10,"['600519' '002035' '300015' '300033' '002032' '002236' '600763' '000661'
 '600436' '600346']"
2019-12-11,"['600519' '002035' '300015' '300033' '002032' '002236' '600763' '000661'
 '600436' '600346']"
2019-12-12,"['600519' '300015' '002035' '300033' '002032' '002236' '600763' '000661'
 '600346' '600436']"
2019-12-13,"['600519' '300033' '002035' '300015' '002032' '002236' '600763' '000661'
 '600346' '600436']"
2019-12-16,"['600519' '300033' '002035' '300015' '002236' '002032' '600763' '000661'
 '600346' '600436']"
2019-12-17,"['600519' '300033' '002035' '300015' '002236' '002032' '600763' '000661'
 '600346' '600436']"
2019-12-18,"['600519' '300033' '002035' '300015' '002236' '002032' '600763' '000661'
 '600346' '600436']"
2019-12-19,"['600519' '300033' '002035' '300015' '002236' '002032' '600763' '000661'
 '600436' '600346']"
2019-12-20,"['600519' '300033' '002035' '300015' '002236' '002032' '600763' '600346'
 '600436' '000661']"
2019-12-23,"['600519' '300033' '002035' '300015' '002236' '002032' '600763' '600436'
 '600346' '000661']"
2019-12-24,"['600519' '300033' '002035' '300015' '002236' '002032' '600763' '600436'
 '600346' '000661']"
2019-12-25,"['600519' '300033' '002035' '300015' '002236' '002032' '600763' '600436'
 '600346' '000661']"
2019-12-26,"['600519' '300033' '002035' '300015' '002236' '002032' '600763' '600436'
 '600346' '600201']"
2019-12-27,"['600519' '002035' '300033' '300015' '002236' '002032' '600763' '600346'
 '600436' '000661']"
2019-12-30,"['600519' '002035' '300033' '300015' '002236' '002032' '600763' '600346'
 '600436' '000661']"
2019-12-31,"['600519' '002035' '300033' '300015' '002236' '002032' '600763' '600346'
 '600436' '000661']"
2020-01-02,"['600519' '002035' '300033' '300015' '002236' '002032' '600763' '600346'
 '600436' '000661']"
2020-01-03,"['600519' '002035' '300033' '300015' '002236' '002032' '600763' '600346'
 '000661' '600436']"
2020-01-06,"['600519' '300033' '002035' '300015' '002236' '002032' '600763' '600346'
 '000661' '600436']"
2020-01-07,"['600519' '300033' '002035' '300015' '002236' '002032' '600763' '000661'
 '600346' '600436']"
2020-01-08,"['600519' '002035' '300033' '300015' '002236' '002032' '600763' '000661'
 '600346' '600436']"
2020-01-09,"['600519' '300033' '002035' '300015' '002236' '002032' '600763' '000661'
 '600346' '600436']"
2020-01-10,"['600519' '300033' '002035' '300015' '002236' '002032' '600763' '000661'
 '600346' '600436']"
2020-01-13,"['600519' '002035' '300033' '300015' '002236' '002032' '600763' '600346'
 '000661' '600436']"
2020-01-14,"['600519' '002035' '300033' '300015' '002236' '002032' '600346' '600763'
 '600436' '000661']"
2020-01-15,"['600519' '300033' '002035' '300015' '002236' '002032' '600763' '600346'
 '000661' '600436']"
2020-01-16,"['600519' '300033' '002035' '300015' '002236' '002032' '600763' '600346'
 '600436' '000661']"
2020-01-17,"['600519' '300033' '002035' '300015' '002236' '002032' '600763' '600346'
 '600436' '000661']"
2020-01-20,"['600519' '002035' '300033' '300015' '002236' '002032' '600763' '600436'
 '600346' '000661']"
2020-01-21,"['600519' '002035' '300033' '300015' '002236' '002032' '600763' '600436'
 '600346' '000661']"
2020-01-22,"['600519' '300033' '002035' '300015' '002236' '002032' '600763' '600436'
 '600346' '000661']"
2020-01-23,"['600519' '300033' '002035' '300015' '002236' '002032' '600436' '600763'
 '600346' '000661']"
2020-02-03,"['600519' '300033' '300015' '002035' '002236' '600436' '002032' '600763'
 '600346' '000661']"
2020-02-04,"['600519' '300015' '300033' '002035' '002236' '600436' '002032' '600763'
 '000661' '600201']"
2020-02-05,"['600519' '300015' '300033' '002035' '002236' '600436' '002032' '600763'
 '600201' '000661']"
2020-02-06,"['600519' '300033' '300015' '002035' '002236' '600436' '002032' '600763'
 '600201' '000661']"
2020-02-07,"['600519' '300033' '300015' '002035' '002236' '600436' '002032' '600763'
 '600201' '000661']"
2020-02-10,"['600519' '300033' '300015' '002035' '002236' '002032' '600436' '600763'
 '600201' '600346']"
2020-02-11,"['600519' '300015' '300033' '002035' '002236' '002032' '600436' '600763'
 '600201' '000661']"
2020-02-12,"['600519' '300033' '300015' '002035' '002236' '002032' '600436' '600763'
 '600201' '300014']"
2020-02-13,"['600519' '300033' '300015' '002035' '002236' '002032' '600436' '600763'
 '600201' '300014']"
2020-02-14,"['600519' '300033' '300015' '002035' '002236' '002032' '600436' '600763'
 '600201' '300014']"
2020-02-17,"['300033' '600519' '300015' '002035' '002236' '002032' '300014' '600436'
 '600763' '600201']"
2020-02-18,"['600519' '300033' '300015' '002035' '002236' '300014' '002032' '600436'
 '600763' '600201']"
2020-02-19,"['600519' '300033' '300015' '002035' '002236' '300014' '002032' '600763'
 '600436' '600201']"
2020-02-20,"['300033' '600519' '300015' '002035' '002236' '002032' '300014' '600763'
 '600436' '600201']"
2020-02-21,"['300033' '600519' '300015' '002035' '002236' '300014' '002032' '600763'
 '600436' '600201']"
2020-02-24,"['300033' '600519' '300015' '002035' '002236' '002032' '600763' '300014'
 '600436' '600201']"
2020-02-25,"['300033' '600519' '300015' '002035' '002236' '002032' '300014' '600763'
 '600201' '600436']"
2020-02-26,"['300033' '600519' '300015' '002035' '002236' '002032' '600763' '300014'
 '600201' '600436']"
2020-02-27,"['300033' '600519' '002035' '300015' '002236' '002032' '600763' '600201'
 '600436' '300014']"
2020-02-28,"['300033' '600519' '300015' '002035' '002236' '002032' '600763' '600436'
 '600201' '000661']"
2020-03-02,"['300033' '600519' '002035' '300015' '002236' '002032' '600763' '600436'
 '600201' '000661']"
2020-03-03,"['300033' '600519' '002035' '300015' '002236' '002032' '600763' '600436'
 '000661' '600201']"
2020-03-04,"['300033' '600519' '002035' '300015' '002236' '002032' '600763' '600436'
 '000661' '600201']"
2020-03-05,"['300033' '600519' '002035' '300015' '002236' '002032' '600763' '600436'
 '000661' '600201']"
2020-03-06,"['600519' '300033' '300015' '002035' '002236' '600763' '002032' '600436'
 '000661' '600201']"
2020-03-09,"['600519' '300033' '300015' '002035' '002236' '600763' '002032' '600436'
 '000661' '600201']"
2020-03-10,"['600519' '300033' '300015' '002035' '002236' '002032' '600763' '600436'
 '000661' '300014']"
2020-03-11,"['600519' '300033' '300015' '002035' '002236' '600763' '002032' '600436'
 '000661' '300014']"
2020-03-12,"['600519' '300033' '300015' '002035' '002236' '002032' '600763' '600436'
 '000661' '300014']"
2020-03-13,"['600519' '300033' '300015' '002035' '002236' '002032' '600763' '600436'
 '000661' '300014']"
2020-03-16,"['600519' '300033' '300015' '002035' '002236' '002032' '600763' '600436'
 '000661' '600201']"
2020-03-17,"['600519' '300033' '300015' '002035' '002236' '002032' '600763' '600436'
 '000661' '600201']"
2020-03-18,"['600519' '300033' '300015' '002035' '002236' '002032' '600436' '600763'
 '000661' '600201']"
2020-03-19,"['600519' '300033' '300015' '002035' '002236' '002032' '600436' '600763'
 '000661' '600201']"
2020-03-20,"['600519' '300033' '300015' '002035' '002236' '002032' '600436' '600763'
 '000661' '600201']"
2020-03-23,"['600519' '300033' '300015' '002035' '002236' '002032' '600436' '600763'
 '000661' '600201']"
2020-03-24,"['600519' '300033' '300015' '002035' '002236' '002032' '600763' '600436'
 '000661' '600201']"
2020-03-25,"['600519' '300033' '300015' '002035' '002236' '002032' '600763' '600436'
 '000661' '600201']"
2020-03-26,"['600519' '300033' '300015' '002035' '002236' '002032' '600763' '600436'
 '000661' '600201']"
2020-03-27,"['600519' '300033' '300015' '002035' '002236' '000661' '002032' '600763'
 '600436' '600201']"
2020-03-30,"['600519' '300033' '300015' '002035' '000661' '002236' '600763' '600436'
 '002032' '600201']"
2020-03-31,"['600519' '300033' '300015' '002035' '600763' '000661' '002032' '002236'
 '600436' '600201']"
2020-04-01,"['600519' '300033' '300015' '002035' '600763' '002032' '000661' '002236'
 '600436' '600201']"
2020-04-02,"['600519' '300033' '300015' '002035' '600763' '002236' '002032' '000661'
 '600436' '600201']"
2020-04-03,"['600519' '300033' '300015' '002035' '600763' '002032' '002236' '000661'
 '600436' '600201']"
2020-04-07,"['600519' '300033' '300015' '002035' '600763' '000661' '002032' '002236'
 '600436' '600201']"
2020-04-08,"['600519' '300033' '300015' '002035' '600763' '002032' '000661' '002236'
 '600436' '600201']"
2020-04-09,"['600519' '300033' '300015' '002035' '600763' '000661' '002236' '600436'
 '002032' '600201']"
2020-04-10,"['600519' '300033' '300015' '002035' '600763' '000661' '002032' '600436'
 '002236' '600201']"
