日期,累积收益率
2015-08-13,"['300033' '002236' '600201' '002252' '002035' '000049' '300017' '000559'
 '000048' '002085']"
2015-08-14,"['300033' '002236' '600201' '002252' '002035' '000049' '000559' '300017'
 '002085' '000048']"
2015-08-17,"['002236' '300033' '600201' '002252' '000049' '002035' '000559' '000048'
 '300017' '002020']"
2015-08-18,"['300033' '002236' '002252' '600201' '000049' '002035' '300017' '000559'
 '002020' '000048']"
2015-08-19,"['300033' '002236' '600201' '002252' '000049' '002035' '000559' '000048'
 '300017' '002020']"
2015-08-20,"['002236' '300033' '002252' '600201' '002035' '000049' '000048' '300017'
 '000559' '002020']"
2015-08-21,"['002236' '002252' '300033' '600201' '000048' '002035' '000049' '300017'
 '000559' '600566']"
2015-08-24,"['002236' '002252' '300033' '600201' '000048' '002035' '000049' '300017'
 '000559' '600566']"
2015-08-25,"['002236' '002252' '300033' '600201' '000048' '000049' '002035' '002020'
 '300017' '000559']"
2015-08-26,"['002236' '002252' '300033' '600201' '000049' '002020' '000048' '002035'
 '300017' '000671']"
2015-08-27,"['002236' '002252' '300033' '600201' '000049' '002020' '000048' '002035'
 '300017' '000559']"
2015-08-28,"['002236' '002252' '300033' '600201' '000049' '000048' '002020' '002035'
 '300017' '000559']"
2015-08-31,"['002236' '002252' '600201' '300033' '000049' '300017' '002020' '000048'
 '002035' '000559']"
2015-09-01,"['002236' '002252' '300033' '600201' '000049' '300017' '002020' '000048'
 '002035' '000559']"
2015-09-02,"['002236' '002252' '300033' '300017' '600201' '000049' '002020' '000048'
 '000559' '600566']"
2015-09-07,"['002236' '002252' '300033' '600201' '000049' '300017' '002020' '000048'
 '000559' '600566']"
2015-09-08,"['002236' '002252' '300033' '600201' '000049' '300017' '002020' '000559'
 '002035' '600566']"
2015-09-09,"['002236' '002252' '300033' '600201' '000049' '300017' '002020' '000559'
 '002035' '600566']"
2015-09-10,"['002236' '002252' '300033' '600201' '002020' '000049' '300017' '002035'
 '000559' '600566']"
2015-09-11,"['002252' '002236' '600201' '300033' '000049' '300017' '002020' '002035'
 '000559' '600566']"
2015-09-14,"['002252' '002236' '600201' '300033' '002020' '000049' '300017' '000559'
 '002035' '002085']"
2015-09-15,"['002252' '002236' '002020' '600201' '300017' '300033' '000049' '002035'
 '000559' '000671']"
2015-09-16,"['002252' '002236' '600201' '002020' '300017' '300033' '000049' '002035'
 '000559' '000671']"
2015-09-17,"['002252' '002236' '600201' '300017' '002020' '300033' '000049' '000559'
 '002035' '002085']"
2015-09-18,"['002252' '002236' '600201' '002020' '300017' '300033' '000049' '000559'
 '002035' '002085']"
2015-09-21,"['002252' '002236' '600201' '300017' '002020' '300033' '000559' '000049'
 '002035' '002085']"
2015-09-22,"['002252' '002236' '600201' '300017' '002020' '300033' '000049' '000559'
 '002035' '002085']"
2015-09-23,"['002252' '002236' '300017' '600201' '002020' '000049' '300033' '000559'
 '002035' '002085']"
2015-09-24,"['002252' '002236' '300033' '600201' '300017' '002020' '000049' '000559'
 '002085' '002035']"
2015-09-25,"['002252' '002236' '600201' '300033' '300017' '002085' '000049' '002020'
 '000559' '002035']"
2015-09-28,"['002252' '002236' '300017' '300033' '002085' '600201' '002020' '000049'
 '000559' '002035']"
2015-09-29,"['002236' '002252' '002085' '300017' '300033' '600201' '002020' '000049'
 '000559' '600566']"
2015-09-30,"['002236' '002252' '002085' '300017' '600201' '300033' '002020' '000049'
 '002035' '000559']"
2015-10-08,"['002236' '002252' '002085' '300017' '300033' '600201' '002035' '000559'
 '000049' '002020']"
2015-10-09,"['002236' '002252' '300017' '600201' '002085' '300033' '002020' '002035'
 '000559' '000049']"
2015-10-12,"['002236' '002252' '300033' '300017' '600201' '002085' '000049' '002020'
 '000559' '002035']"
2015-10-13,"['002236' '002252' '300033' '600201' '300017' '002085' '002020' '000049'
 '002035' '000559']"
2015-10-14,"['002236' '002252' '300033' '600201' '300017' '002085' '000049' '002020'
 '002035' '000559']"
2015-10-26,"['300033' '002252' '002236' '300017' '600201' '002035' '000049' '002085'
 '000559' '002030']"
2015-10-27,"['300033' '002236' '002252' '300017' '600201' '000049' '002035' '002085'
 '000559' '002030']"
2015-10-28,"['300033' '002236' '600446' '002252' '300017' '600201' '000049' '002035'
 '002085' '000559']"
2015-10-29,"['300033' '600446' '002236' '002252' '600201' '300017' '000049' '002035'
 '002085' '000559']"
2015-10-30,"['300033' '600446' '002236' '002252' '600201' '300017' '002035' '000049'
 '002085' '000559']"
2015-11-02,"['300033' '600446' '002236' '002252' '600201' '300017' '000049' '002035'
 '002085' '002020']"
2015-11-03,"['300033' '002236' '600446' '002252' '600201' '300017' '002085' '000049'
 '002035' '002020']"
2015-11-04,"['300033' '600446' '002236' '002252' '600201' '300017' '002085' '000049'
 '002035' '002020']"
2015-11-05,"['300033' '600446' '002236' '002252' '600201' '300017' '002035' '002085'
 '000049' '000559']"
2015-11-06,"['300033' '600446' '002236' '002252' '600201' '300017' '002035' '000049'
 '002085' '000559']"
2015-11-09,"['300033' '600446' '002236' '002252' '600201' '300017' '002035' '000049'
 '002085' '000559']"
2015-11-10,"['300033' '600446' '002236' '002252' '600201' '300017' '000049' '002035'
 '002085' '002020']"
2015-11-11,"['300033' '600446' '002236' '002252' '300017' '600201' '000049' '002085'
 '002035' '002020']"
2015-11-12,"['300033' '600446' '002236' '002252' '600201' '300017' '002085' '002035'
 '000049' '000559']"
2015-11-13,"['300033' '600446' '002236' '002252' '600201' '300017' '000049' '002085'
 '000559' '002035']"
2015-11-16,"['300033' '600446' '002236' '002252' '600201' '000049' '300017' '002035'
 '002085' '000559']"
2015-11-17,"['300033' '600446' '002236' '002252' '600201' '000049' '002035' '300017'
 '002085' '002049']"
2015-11-18,"['300033' '600446' '002236' '002252' '600201' '002035' '000049' '300017'
 '002085' '002027']"
2015-11-19,"['300033' '600446' '002236' '002252' '600201' '002035' '000049' '300017'
 '002027' '002049']"
2015-11-20,"['300033' '600446' '002236' '002252' '600201' '002035' '000049' '002027'
 '300017' '002049']"
2015-11-23,"['300033' '600446' '002252' '002236' '002035' '600201' '002027' '000049'
 '300017' '002085']"
2015-11-24,"['300033' '600446' '002252' '002236' '600201' '002035' '000049' '002085'
 '002027' '300017']"
2015-11-25,"['300033' '600446' '002236' '002252' '600201' '002035' '000049' '002085'
 '300017' '002027']"
2015-11-26,"['300033' '600446' '002236' '002252' '600201' '002035' '000049' '300017'
 '002085' '002027']"
2015-11-27,"['300033' '600446' '002236' '002252' '600201' '000049' '002035' '002027'
 '002085' '300017']"
2015-11-30,"['300033' '600446' '002236' '002252' '000049' '600201' '002085' '300017'
 '002035' '002027']"
2015-12-01,"['300033' '600446' '002236' '002252' '000049' '002085' '600201' '002035'
 '300017' '002027']"
2015-12-02,"['300033' '600446' '002236' '002252' '000049' '002035' '002085' '600201'
 '300017' '002027']"
2015-12-03,"['300033' '600446' '002236' '002252' '000049' '600201' '002035' '002085'
 '300017' '002027']"
2015-12-04,"['300033' '600446' '002236' '000049' '002252' '600201' '002035' '002085'
 '300017' '002027']"
2015-12-07,"['300033' '600446' '002236' '000049' '002252' '600201' '002085' '002035'
 '300017' '002027']"
2015-12-08,"['300033' '600446' '002236' '000049' '002252' '600201' '300017' '002085'
 '002035' '002027']"
2015-12-09,"['300033' '600446' '000049' '002236' '002252' '600201' '002085' '300017'
 '002035' '002027']"
2015-12-10,"['300033' '600446' '002236' '000049' '002252' '600201' '002085' '300017'
 '002035' '002027']"
2015-12-11,"['300033' '600446' '002236' '000049' '002252' '600201' '002085' '300017'
 '002035' '000048']"
2015-12-14,"['300033' '600446' '002236' '000049' '002252' '600201' '002085' '002035'
 '300017' '000048']"
2015-12-15,"['300033' '600446' '002236' '000049' '002252' '600201' '002085' '002035'
 '300017' '000048']"
2015-12-16,"['300033' '600446' '002236' '000049' '002252' '600201' '000048' '002085'
 '002035' '300017']"
2015-12-17,"['300033' '600446' '002236' '000049' '002252' '600201' '000048' '002085'
 '002035' '300017']"
2015-12-18,"['300033' '600446' '002236' '000049' '002252' '600201' '002085' '300017'
 '000048' '002035']"
2015-12-21,"['300033' '600446' '002236' '600201' '000049' '002252' '300017' '002035'
 '000671' '000048']"
2015-12-22,"['300033' '600446' '002236' '000049' '600201' '002252' '002035' '000048'
 '000671' '300017']"
2015-12-23,"['300033' '600446' '002236' '600201' '002035' '000049' '002252' '002085'
 '300017' '000048']"
2015-12-24,"['300033' '600446' '002236' '600201' '002035' '002252' '000049' '000048'
 '002085' '300017']"
2015-12-25,"['300033' '600446' '002236' '600201' '002035' '002252' '000049' '300017'
 '002085' '000048']"
2015-12-28,"['300033' '600446' '002236' '600201' '002252' '002035' '000049' '300017'
 '002085' '000048']"
2015-12-29,"['300033' '600446' '002236' '600201' '002252' '002035' '000049' '300017'
 '002085' '000048']"
2015-12-30,"['600446' '300033' '002236' '600201' '002035' '002252' '000049' '300017'
 '002085' '000048']"
2015-12-31,"['600446' '300033' '002236' '600201' '002035' '002252' '000049' '002085'
 '300017' '000048']"
2016-01-04,"['300033' '002236' '600201' '002252' '002035' '000049' '000048' '002085'
 '300017' '000671']"
2016-01-05,"['002236' '300033' '600201' '002252' '002035' '000048' '002085' '000049'
 '300017' '000671']"
2016-01-06,"['300033' '002236' '000048' '600201' '002252' '002035' '000049' '002085'
 '300017' '000671']"
2016-01-07,"['300033' '002236' '000048' '002252' '600201' '002035' '000049' '002085'
 '300017' '000671']"
2016-01-08,"['300033' '002236' '002252' '600201' '002035' '000048' '000049' '002085'
 '300017' '000671']"
2016-01-11,"['300033' '002236' '002252' '600201' '000048' '002035' '300017' '000049'
 '002085' '000671']"
2016-01-12,"['300033' '002236' '002252' '600201' '300017' '002035' '000049' '000048'
 '002085' '000671']"
2016-01-13,"['300033' '002236' '002252' '600201' '300017' '002035' '000049' '000048'
 '002085' '000671']"
2016-01-14,"['300033' '002236' '002252' '600201' '300017' '002035' '000049' '000048'
 '002085' '000671']"
2016-01-15,"['300033' '002236' '002252' '600201' '300017' '002035' '000049' '002085'
 '000048' '002176']"
2016-01-18,"['300033' '002236' '002252' '300017' '600201' '002035' '002085' '000049'
 '000048' '002176']"
2016-01-19,"['300033' '002236' '002252' '600201' '300017' '002035' '000049' '002085'
 '000048' '002176']"
2016-01-20,"['300033' '002236' '002252' '600201' '002035' '000048' '300017' '000049'
 '002020' '002085']"
2016-01-21,"['300033' '002236' '002252' '000048' '600201' '002035' '300017' '002020'
 '002085' '000049']"
2016-01-22,"['300033' '002236' '002252' '000048' '600201' '002035' '300017' '002020'
 '002085' '000049']"
2016-01-25,"['600446' '300033' '002236' '002252' '000048' '600201' '002035' '300017'
 '002020' '000049']"
2016-01-26,"['600446' '300033' '002236' '002252' '000048' '002035' '300017' '600201'
 '002020' '000049']"
2016-01-27,"['300033' '600446' '002252' '002236' '000048' '300017' '002035' '600201'
 '002020' '002085']"
2016-01-28,"['300033' '002252' '600446' '002236' '000048' '002035' '300017' '600201'
 '002020' '002085']"
2016-01-29,"['300033' '002252' '002236' '600446' '000048' '002035' '300017' '600201'
 '002020' '000049']"
2016-02-01,"['300033' '002252' '002236' '000048' '600446' '300017' '600201' '002035'
 '002020' '000049']"
2016-02-02,"['300033' '002252' '002236' '000048' '600446' '300017' '600201' '002035'
 '002020' '000049']"
2016-02-03,"['300033' '002252' '002236' '600446' '000048' '002035' '300017' '600201'
 '002020' '000049']"
2016-02-04,"['300033' '002252' '002236' '600446' '002035' '000048' '300017' '600201'
 '002020' '000049']"
2016-02-05,"['300033' '002252' '002236' '600446' '002035' '000048' '300017' '600201'
 '002085' '002020']"
2016-02-15,"['300033' '002252' '002236' '002035' '600446' '000048' '300017' '600201'
 '002085' '002020']"
2016-03-11,"['002252' '002236' '300033' '002085' '002035' '600201' '300017' '000048'
 '600446' '002049']"
2016-03-14,"['002236' '300033' '002252' '002085' '002035' '600201' '300017' '600446'
 '000048' '002020']"
2016-03-15,"['002236' '002035' '002085' '002252' '300033' '600201' '300017' '600446'
 '000048' '000049']"
2016-03-16,"['002252' '002236' '300033' '002035' '002085' '600201' '300017' '600446'
 '000048' '000049']"
2016-03-17,"['300033' '002236' '002252' '002035' '600201' '002085' '600446' '300017'
 '000048' '000049']"
2016-03-18,"['300033' '002236' '002252' '002035' '002085' '600201' '600446' '300017'
 '000048' '000049']"
2016-03-21,"['300033' '002236' '002252' '002035' '600446' '600201' '002085' '300017'
 '000048' '000049']"
2016-03-22,"['300033' '002236' '600446' '002252' '002035' '600201' '002085' '300017'
 '000048' '000049']"
2016-03-23,"['300033' '600446' '002236' '002035' '002252' '600201' '002085' '300017'
 '000048' '000049']"
2016-03-24,"['300033' '002236' '600446' '002035' '002252' '600201' '002085' '300017'
 '000048' '002020']"
2016-03-25,"['300033' '002236' '600446' '002252' '002035' '002085' '600201' '300017'
 '000048' '002020']"
2016-03-28,"['300033' '002236' '600446' '002035' '002085' '002252' '600201' '300017'
 '000048' '000049']"
2016-03-29,"['300033' '002236' '600446' '002085' '002035' '002252' '600201' '300017'
 '000048' '002020']"
2016-03-30,"['300033' '002236' '600446' '002035' '002085' '002252' '600201' '300017'
 '000048' '002020']"
2016-03-31,"['300033' '002236' '600446' '002035' '002085' '002252' '600201' '300017'
 '000048' '002020']"
2016-04-01,"['300033' '002236' '002035' '600446' '002085' '002252' '600201' '300017'
 '000048' '002020']"
2016-04-05,"['300033' '002236' '600446' '002035' '002085' '002252' '600201' '300017'
 '000048' '002020']"
2016-04-06,"['300033' '002236' '002035' '002085' '002252' '600201' '300017' '000048'
 '002020' '000049']"
2016-04-07,"['300033' '002236' '002035' '002252' '002085' '600201' '300017' '000049'
 '000048' '002020']"
2016-04-08,"['300033' '002236' '002035' '002085' '002252' '600201' '300017' '000049'
 '000048' '002020']"
2016-04-11,"['300033' '002035' '002236' '600446' '002085' '002252' '600201' '300017'
 '000049' '000048']"
2016-04-12,"['300033' '002035' '002236' '600446' '002085' '002252' '600201' '300017'
 '000049' '000048']"
2016-04-13,"['300033' '002035' '002236' '600446' '002085' '002252' '600201' '300017'
 '000048' '000049']"
2016-04-14,"['300033' '002035' '002236' '600446' '002085' '002252' '600201' '300017'
 '000048' '000049']"
2016-04-15,"['300033' '002035' '002236' '600446' '002085' '002252' '600201' '300017'
 '000048' '000049']"
2016-04-18,"['300033' '002035' '002236' '600446' '002085' '002252' '600201' '300017'
 '000048' '000049']"
2016-04-19,"['300033' '002035' '002236' '600446' '002085' '002252' '600201' '300017'
 '000049' '000048']"
2016-04-20,"['300033' '002035' '002236' '002085' '002252' '600446' '600201' '300017'
 '000048' '000049']"
2016-04-21,"['300033' '002035' '002236' '002085' '002252' '600201' '600446' '300017'
 '000048' '000049']"
2016-04-22,"['300033' '002035' '002236' '002085' '002252' '600201' '600446' '300017'
 '000048' '000049']"
2016-04-25,"['300033' '002035' '002236' '002085' '002252' '600201' '600446' '300017'
 '000048' '000049']"
2016-04-26,"['300033' '002035' '002236' '002252' '002085' '600201' '600446' '300017'
 '000048' '000049']"
2016-04-27,"['300033' '002035' '002236' '002252' '002085' '300017' '600446' '600201'
 '000048' '000049']"
2016-04-28,"['300033' '002035' '002236' '002252' '002085' '300017' '600446' '000048'
 '600201' '000049']"
2016-04-29,"['300033' '002035' '002236' '002252' '002085' '300017' '600446' '000048'
 '600201' '000049']"
2016-05-03,"['300033' '002035' '002236' '002252' '002085' '300017' '600446' '000048'
 '600201' '000049']"
2016-05-04,"['300033' '002035' '002236' '002252' '002085' '300017' '600446' '000048'
 '600201' '000049']"
2016-05-05,"['300033' '002035' '002236' '002252' '002085' '300017' '600446' '000048'
 '600201' '000049']"
2016-05-06,"['300033' '002035' '002236' '002085' '002252' '300017' '600446' '000048'
 '600201' '000049']"
2016-05-09,"['300033' '002035' '002236' '002085' '002252' '300017' '000048' '600446'
 '600201' '000049']"
2016-05-10,"['300033' '002035' '002236' '002252' '002085' '300017' '000048' '600446'
 '600201' '000049']"
2016-05-11,"['300033' '002035' '002236' '002252' '002085' '300017' '000048' '600446'
 '600201' '000049']"
2016-05-12,"['300033' '002035' '002236' '002252' '300017' '002085' '000048' '600201'
 '600446' '000049']"
2016-05-13,"['300033' '002035' '002236' '002252' '300017' '002085' '000048' '600201'
 '600446' '000049']"
2016-05-16,"['300033' '002035' '002236' '002252' '300017' '002085' '000048' '600201'
 '600446' '000049']"
2016-05-17,"['300033' '002035' '002236' '002252' '300017' '002085' '000048' '600446'
 '600201' '000049']"
2016-05-18,"['300033' '002035' '002236' '002252' '300017' '002085' '000048' '600201'
 '600446' '000049']"
2016-05-19,"['300033' '002035' '002236' '300017' '002252' '000048' '600446' '600201'
 '000049' '002020']"
2016-05-20,"['300033' '002035' '002236' '300017' '002252' '600446' '000048' '600201'
 '000049' '002020']"
2016-05-23,"['300033' '002035' '002236' '300017' '002252' '002085' '600446' '000048'
 '600201' '000049']"
2016-05-24,"['300033' '002035' '002236' '300017' '002252' '002085' '600446' '000048'
 '600201' '000049']"
2016-05-25,"['300033' '002035' '002236' '002252' '300017' '002085' '600446' '000048'
 '600201' '000049']"
2016-05-26,"['300033' '002035' '002236' '300017' '002252' '002085' '600446' '000048'
 '600201' '000049']"
2016-05-27,"['300033' '002035' '002236' '002252' '300017' '002085' '600446' '000048'
 '600201' '000049']"
2016-05-30,"['300033' '002035' '002236' '300017' '002252' '002085' '600446' '000048'
 '600201' '000049']"
2016-05-31,"['300033' '002035' '002236' '300017' '002252' '002085' '600446' '000048'
 '600201' '000049']"
2016-06-01,"['300033' '002035' '002236' '300017' '002252' '002085' '600446' '000048'
 '600201' '000049']"
2016-06-02,"['300033' '002035' '002236' '300017' '600446' '002252' '002085' '000048'
 '600201' '000049']"
2016-06-03,"['300033' '002035' '002236' '600446' '300017' '002252' '002085' '000048'
 '600201' '000049']"
2016-06-06,"['300033' '002035' '002236' '300017' '600446' '002252' '002085' '000048'
 '600201' '000049']"
2016-06-07,"['300033' '002035' '002236' '600446' '300017' '002252' '002085' '000048'
 '600201' '000049']"
2016-06-08,"['300033' '002035' '002236' '300017' '600446' '002252' '002085' '000048'
 '600201' '000049']"
2016-06-13,"['300033' '002035' '002236' '300017' '002252' '600446' '002085' '600201'
 '000048' '000049']"
2016-06-14,"['002035' '300033' '002236' '300017' '002252' '600446' '002085' '600201'
 '000048' '000049']"
2016-06-15,"['002035' '300033' '002236' '300017' '600446' '002252' '002085' '600201'
 '000048' '000049']"
2016-06-16,"['002035' '300033' '002236' '300017' '600446' '002252' '002085' '000048'
 '600201' '000049']"
2016-06-17,"['002035' '300033' '002236' '300017' '600446' '002252' '002085' '000048'
 '600201' '000049']"
2016-06-20,"['002035' '300033' '002236' '300017' '600446' '002252' '002085' '600201'
 '000049' '600566']"
2016-06-21,"['002035' '300033' '002236' '300017' '002252' '600446' '002085' '600201'
 '000049' '002176']"
2016-06-22,"['002035' '300033' '002236' '600446' '300017' '002252' '002085' '000048'
 '600201' '000049']"
2016-06-23,"['002035' '300033' '002236' '600446' '300017' '002252' '002085' '600201'
 '000048' '000049']"
2016-06-24,"['002035' '300033' '600446' '002236' '300017' '002252' '002085' '600201'
 '000048' '000049']"
2016-06-27,"['002035' '300033' '600446' '002236' '300017' '002252' '002085' '600201'
 '000048' '000049']"
2016-06-28,"['300033' '002035' '600446' '002236' '300017' '002252' '002085' '600201'
 '000048' '000049']"
2016-06-29,"['300033' '002035' '002236' '600446' '300017' '002252' '002085' '600201'
 '000048' '000049']"
2016-06-30,"['002035' '300033' '002236' '600446' '300017' '002252' '002085' '000048'
 '600201' '000049']"
2016-07-01,"['002035' '300033' '002236' '600446' '300017' '002252' '002085' '600201'
 '000048' '000049']"
2016-07-04,"['300033' '002035' '002236' '600446' '300017' '002252' '002085' '600201'
 '000048' '000049']"
2016-07-05,"['300033' '002035' '002236' '600446' '300017' '002252' '002085' '000048'
 '600201' '000049']"
2016-07-06,"['300033' '002035' '002236' '600446' '300017' '002252' '002085' '600201'
 '000048' '000049']"
2016-07-07,"['002035' '300033' '002236' '600446' '002252' '300017' '002085' '600201'
 '000048' '000049']"
2016-07-08,"['002035' '300033' '002236' '600446' '002252' '300017' '002085' '600201'
 '000048' '000049']"
2016-07-11,"['002035' '300033' '002236' '300017' '600446' '002252' '002085' '600201'
 '000048' '000049']"
2016-07-12,"['002035' '300033' '002236' '600446' '300017' '002252' '002085' '600201'
 '000048' '600566']"
2016-07-13,"['002035' '300033' '002236' '300017' '600446' '002252' '002085' '600201'
 '000048' '600566']"
2016-07-14,"['002035' '300033' '002236' '300017' '600446' '002252' '002085' '600201'
 '000048' '000049']"
2016-07-15,"['002035' '300033' '002236' '300017' '600446' '002252' '002085' '600201'
 '000048' '600566']"
2016-07-18,"['002035' '300033' '002236' '300017' '600446' '002252' '002085' '600201'
 '000048' '600566']"
2016-07-19,"['002035' '300033' '002236' '300017' '600446' '002252' '002085' '600201'
 '000048' '600566']"
2016-07-20,"['002035' '300033' '002236' '300017' '600446' '002252' '600201' '002085'
 '000048' '600566']"
2016-07-21,"['002035' '300033' '002236' '300017' '600446' '002252' '600201' '002085'
 '000048' '600566']"
2016-07-22,"['002035' '300033' '002236' '300017' '600446' '002252' '002085' '600201'
 '000048' '000049']"
2016-07-25,"['002035' '300033' '002236' '300017' '002252' '600446' '002085' '600201'
 '000048' '600566']"
2016-07-26,"['002035' '300033' '002236' '300017' '600446' '002252' '600201' '002085'
 '000048' '600566']"
2016-07-27,"['002035' '300033' '002236' '300017' '002252' '600446' '600201' '002085'
 '000048' '600566']"
2016-07-28,"['002035' '300033' '002236' '300017' '002252' '600446' '600201' '002085'
 '000048' '600566']"
2016-07-29,"['002035' '300033' '002236' '300017' '002252' '600201' '600446' '002085'
 '000048' '600566']"
2016-08-01,"['002035' '300033' '002236' '300017' '002252' '600201' '600446' '002085'
 '000048' '600566']"
2016-08-02,"['002035' '300033' '002236' '300017' '002252' '600201' '600446' '002085'
 '000048' '600566']"
2016-08-03,"['002035' '002236' '300033' '300017' '002252' '600446' '600201' '002085'
 '000048' '600566']"
2016-08-04,"['002035' '002236' '300033' '300017' '002252' '600446' '600201' '002085'
 '000048' '600566']"
2016-08-05,"['002035' '002236' '300033' '300017' '002252' '600446' '600201' '002085'
 '000048' '600566']"
2016-08-08,"['002035' '300033' '002236' '300017' '002252' '600446' '600201' '002085'
 '000048' '600566']"
2016-08-09,"['002035' '300033' '002236' '300017' '002252' '600446' '600201' '002085'
 '000048' '600566']"
2016-08-10,"['002035' '002236' '300033' '300017' '002252' '600446' '002085' '600201'
 '000048' '600566']"
2016-08-11,"['002035' '300033' '002236' '300017' '002252' '002085' '600446' '600201'
 '000048' '600566']"
2016-08-12,"['002035' '300033' '002236' '300017' '002252' '002085' '600446' '600201'
 '000048' '600566']"
2016-08-15,"['002035' '300033' '002236' '300017' '002252' '600446' '002085' '600201'
 '000048' '600566']"
2016-08-16,"['002035' '300033' '002236' '300017' '002252' '600446' '002085' '600201'
 '000048' '600566']"
2016-08-17,"['002035' '300033' '002236' '300017' '002252' '600446' '002085' '600201'
 '000048' '600566']"
2016-08-18,"['002035' '300033' '002236' '300017' '002252' '600446' '002085' '600201'
 '000048' '600566']"
2016-08-19,"['002035' '300033' '002236' '300017' '002252' '600446' '002085' '600201'
 '000048' '600566']"
2016-08-22,"['300033' '002236' '300017' '002252' '600446' '002085' '600201' '000048'
 '600566' '000049']"
2016-08-23,"['300033' '002236' '300017' '002252' '600446' '002085' '600201' '000048'
 '600566' '000049']"
2016-08-24,"['300033' '002236' '300017' '002252' '600446' '002085' '600201' '000048'
 '600566' '002043']"
2016-08-25,"['300033' '002236' '300017' '002252' '600201' '600446' '002085' '000048'
 '600566' '002043']"
2016-08-26,"['300033' '002236' '300017' '002252' '600446' '002085' '600201' '000048'
 '600566' '002043']"
2016-08-29,"['300033' '002236' '300017' '002252' '002085' '600446' '600201' '000048'
 '600566' '002043']"
2016-08-30,"['300033' '002236' '002252' '300017' '600446' '002085' '600201' '000048'
 '002043' '600566']"
2016-08-31,"['300033' '002236' '002252' '300017' '600446' '600201' '002085' '000048'
 '600566' '002043']"
2016-09-01,"['300033' '002236' '002252' '300017' '600201' '600446' '002085' '000048'
 '002043' '600566']"
2016-09-02,"['300033' '002236' '002252' '300017' '600201' '600446' '002085' '000048'
 '002043' '600566']"
2016-09-05,"['002035' '300033' '002236' '002252' '300017' '600201' '600446' '002085'
 '002043' '000048']"
2016-09-06,"['002035' '002236' '002252' '300017' '600201' '600446' '002085' '000048'
 '002043' '600566']"
2016-09-07,"['002035' '300033' '002236' '002252' '300017' '600201' '002085' '600446'
 '000048' '002043']"
2016-09-08,"['002035' '300033' '002236' '002252' '300017' '600201' '600446' '002085'
 '000048' '002043']"
2016-09-09,"['002035' '300033' '002236' '002252' '300017' '600201' '600446' '002085'
 '000048' '002043']"
2016-09-12,"['002035' '002236' '300033' '002252' '300017' '600201' '002085' '600446'
 '000048' '600566']"
2016-09-13,"['002035' '002236' '300033' '002252' '300017' '600201' '002085' '600446'
 '000048' '002043']"
2016-09-14,"['002035' '002236' '300033' '002252' '300017' '600201' '002085' '600446'
 '000048' '600566']"
2016-09-19,"['002035' '002236' '300033' '002252' '300017' '002085' '600201' '600446'
 '000048' '002043']"
2016-09-20,"['002035' '002236' '300033' '002252' '300017' '002085' '600201' '600446'
 '000048' '002043']"
2016-09-21,"['002035' '002236' '300033' '300017' '002252' '002085' '600201' '600446'
 '000048' '002043']"
2016-09-22,"['002035' '002236' '300033' '002252' '300017' '600201' '002085' '600446'
 '000048' '002043']"
2016-09-23,"['002035' '002236' '300033' '002252' '300017' '002085' '600201' '600446'
 '000048' '600566']"
2016-09-26,"['002035' '002236' '300033' '002252' '300017' '002085' '600201' '600446'
 '000048' '600566']"
2016-09-27,"['002035' '002236' '300033' '300017' '002252' '002085' '600201' '600446'
 '000048' '600566']"
2016-09-28,"['002035' '002236' '300033' '002085' '300017' '002252' '600201' '600446'
 '000048' '600566']"
2016-09-29,"['002035' '002236' '300033' '002085' '300017' '002252' '600201' '600446'
 '000048' '600566']"
2016-09-30,"['002035' '002236' '300033' '002085' '002252' '300017' '600201' '600446'
 '000048' '600566']"
2016-10-10,"['002035' '002236' '300033' '002085' '300017' '002252' '600201' '600446'
 '600566' '000048']"
2016-10-11,"['002035' '002236' '300033' '002085' '300017' '002252' '600201' '600446'
 '600566' '000048']"
2016-10-12,"['002035' '002236' '300033' '002085' '300017' '002252' '600201' '600446'
 '600566' '000048']"
2016-10-13,"['002035' '002236' '300033' '002085' '300017' '002252' '600201' '600446'
 '600566' '000048']"
2016-10-14,"['002035' '002236' '300033' '002085' '002252' '300017' '600201' '600446'
 '600566' '000048']"
2016-10-17,"['002035' '002236' '300033' '002085' '002252' '600201' '300017' '600566'
 '600446' '000048']"
2016-10-18,"['002035' '300033' '002236' '002085' '002252' '300017' '600201' '600566'
 '600446' '000048']"
2016-10-19,"['002035' '300033' '002236' '002085' '002252' '600201' '300017' '600446'
 '600566' '000048']"
2016-10-20,"['002035' '300033' '002236' '002085' '002252' '600201' '300017' '600446'
 '600566' '000048']"
2016-10-21,"['002035' '300033' '002236' '002085' '002252' '600201' '300017' '600446'
 '600566' '000049']"
2016-10-24,"['002035' '300033' '002085' '002236' '002252' '600201' '300017' '600446'
 '600566' '000049']"
2016-10-25,"['002035' '300033' '002085' '002236' '002252' '600201' '300017' '600446'
 '600566' '000048']"
2016-10-26,"['002035' '300033' '002085' '002236' '002252' '600201' '300017' '600446'
 '600566' '000048']"
2016-10-27,"['002035' '300033' '002085' '002236' '002252' '600201' '300017' '600446'
 '600566' '000048']"
2016-10-28,"['002035' '300033' '002085' '002236' '002252' '300017' '600201' '600446'
 '600566' '000048']"
2016-10-31,"['002035' '300033' '002085' '002236' '002252' '600201' '300017' '600446'
 '600566' '000048']"
